"","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachment","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"299","f","s","y","t","a","f","w","n","p","t","b","s","s","w","w","w","o","p","n","v","d"
"300","x","y","w","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","k","s","g"
"301","x","f","w","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","k","a","g"
"302","b","y","w","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","k","s","g"
"303","x","s","y","t","l","f","w","n","w","t","b","s","s","w","w","w","o","p","n","v","d"
"304","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","w","o","p","k","s","g"
"305","x","y","w","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","s","g"
"306","x","f","n","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","n","y","d"
"307","b","y","w","t","l","f","c","b","k","e","c","s","s","w","w","w","o","p","n","s","m"
"308","x","s","y","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","n","n","m"
"309","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","w","o","p","k","y","g"
"310","x","f","w","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","n","s","g"
"311","x","s","y","t","l","f","c","b","w","e","c","s","s","w","w","w","o","p","k","s","g"
"312","x","y","w","t","p","f","c","n","n","e","e","s","s","w","w","w","o","p","n","v","g"
"313","x","y","y","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","k","s","g"
"314","x","f","w","t","a","f","w","n","p","t","b","s","s","w","w","w","o","p","n","v","d"
"315","b","s","y","t","a","f","c","b","g","e","c","s","s","w","w","w","o","p","n","n","g"
"316","x","y","w","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","k","v","u"
"317","x","s","y","t","a","f","w","n","w","t","b","s","s","w","w","w","o","p","n","v","d"
"318","x","y","w","t","a","f","c","b","k","e","c","s","s","w","w","w","o","p","k","n","m"
"319","x","f","w","t","l","f","w","n","n","t","b","s","s","w","w","w","o","p","n","v","d"
"320","f","s","w","t","l","f","w","n","w","t","b","s","s","w","w","w","o","p","n","v","d"
"321","x","y","y","t","l","f","c","b","k","e","c","s","s","w","w","w","o","p","n","s","m"
"322","f","f","y","t","a","f","w","n","w","t","b","s","s","w","w","w","o","p","u","v","d"
"323","x","s","w","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","k","s","g"
"324","b","y","y","t","a","f","c","b","n","e","c","s","s","w","w","w","o","p","k","s","m"
"325","x","y","n","t","l","f","c","b","p","e","r","s","y","w","w","w","o","p","n","s","p"
"326","b","y","w","t","l","f","c","b","k","e","c","s","s","w","w","w","o","p","k","n","g"
"327","x","s","y","t","a","f","c","b","n","e","c","s","s","w","w","w","o","p","n","s","m"
"328","x","y","n","t","p","f","c","n","n","e","e","s","s","w","w","w","o","p","n","v","u"
"329","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","w","o","p","k","n","g"
"330","b","y","w","t","a","f","c","b","g","e","c","s","s","w","w","w","o","p","k","n","g"
"331","x","y","n","t","p","f","c","n","w","e","e","s","s","w","w","w","o","p","k","v","u"
"332","b","s","w","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","k","s","m"
"333","b","y","y","t","l","f","c","b","w","e","c","s","s","w","w","w","o","p","n","n","m"
"334","b","y","y","t","a","f","c","b","n","e","c","s","s","w","w","w","o","p","k","s","g"
"335","x","y","w","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","n","n","g"
"336","x","f","n","t","n","f","c","b","p","t","b","s","s","p","w","w","o","p","k","y","d"
"337","x","y","n","t","a","f","c","b","w","e","r","s","y","w","w","w","o","p","k","y","g"
"338","b","s","y","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","n","s","g"
"339","x","f","g","f","n","f","c","n","g","e","e","s","s","w","w","w","o","p","n","v","u"
"340","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","w","o","p","k","y","g"
"341","x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","w","o","p","n","s","g"
"342","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","w","o","p","k","n","g"
"343","x","s","y","t","a","f","c","b","g","e","c","s","s","w","w","w","o","p","k","s","m"
"344","f","f","y","t","a","f","w","n","p","t","b","s","s","w","w","w","o","p","n","v","d"
"345","b","y","y","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","n","s","g"
"346","x","f","n","f","n","f","w","b","n","t","e","s","f","w","w","w","o","e","n","a","g"
"347","x","f","y","t","l","f","w","n","n","t","b","s","s","w","w","w","o","p","n","v","d"
"348","x","s","y","t","a","f","c","b","n","e","c","s","s","w","w","w","o","p","n","n","m"
"349","f","s","g","f","n","f","w","b","n","t","e","s","f","w","w","w","o","e","k","s","g"
"350","x","f","n","f","n","f","c","n","g","e","e","s","s","w","w","w","o","p","n","y","u"
"351","f","s","g","f","n","f","w","b","h","t","e","f","f","w","w","w","o","e","n","a","g"
"352","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","w","o","p","n","s","p"
"353","b","y","w","t","a","f","c","b","k","e","c","s","s","w","w","w","o","p","n","s","g"
"354","b","s","y","t","a","f","c","b","k","e","c","s","s","w","w","w","o","p","k","s","m"
"355","x","y","y","t","l","f","c","b","w","e","r","s","y","w","w","w","o","p","k","s","p"
"356","s","f","g","f","n","f","c","n","g","e","e","s","s","w","w","w","o","p","n","v","u"
"357","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","w","o","p","n","y","p"
"358","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","k","s","u"
"359","x","y","y","t","a","f","c","b","p","e","r","s","y","w","w","w","o","p","n","y","p"
"360","x","y","y","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","n","s","g"
"361","x","f","n","f","n","f","w","b","h","t","e","s","f","w","w","w","o","e","n","s","g"
"362","x","f","n","f","n","f","w","b","p","t","e","f","f","w","w","w","o","e","k","a","g"
"363","f","s","n","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","k","a","g"
"364","f","y","n","t","a","f","c","b","n","e","r","s","y","w","w","w","o","p","n","s","p"
"365","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","k","n","g"
"366","f","f","n","f","n","f","c","n","p","e","e","s","s","w","w","w","o","p","k","v","u"
"367","x","y","y","t","a","f","c","b","w","e","r","s","y","w","w","w","o","p","n","s","p"
"368","x","f","y","t","a","f","w","n","p","t","b","s","s","w","w","w","o","p","u","v","d"
"369","b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","w","o","p","n","n","g"
"370","x","f","g","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","k","s","g"
"371","x","y","y","t","a","f","c","b","w","e","r","s","y","w","w","w","o","p","n","s","g"
"372","f","y","n","t","l","f","c","b","n","e","r","s","y","w","w","w","o","p","k","y","g"
"373","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","k","s","m"
"374","s","f","n","f","n","f","c","n","n","e","e","s","s","w","w","w","o","p","n","y","u"
"375","x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","w","o","p","k","s","m"
"376","b","s","w","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","k","n","g"
"377","s","f","n","f","n","f","c","n","k","e","e","s","s","w","w","w","o","p","k","y","u"
"378","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","n","n","m"
"379","x","y","y","t","l","f","c","b","k","e","c","s","s","w","w","w","o","p","n","n","g"
"380","b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","w","o","p","n","s","g"
"381","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","k","s","u"
"382","x","s","w","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","n","s","g"
"383","x","y","w","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","k","s","m"
"384","b","s","w","t","a","f","c","b","g","e","c","s","s","w","w","w","o","p","n","n","g"
"385","x","f","n","t","n","f","c","b","n","t","b","s","s","g","w","w","o","p","n","y","d"
"386","x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","w","o","p","n","s","u"
"387","x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","w","o","p","k","y","p"
"388","x","s","n","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","k","a","g"
"389","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","k","n","m"
"390","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","n","n","m"
"391","b","s","y","t","a","f","c","b","n","e","c","s","s","w","w","w","o","p","n","s","m"
"392","x","s","y","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","n","m"
"393","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","w","o","p","n","n","g"
"394","x","f","g","f","n","f","c","n","k","e","e","s","s","w","w","w","o","p","n","v","u"
"395","f","y","n","t","a","f","c","b","w","e","r","s","y","w","w","w","o","p","k","s","g"
"396","x","f","g","f","n","f","w","b","h","t","e","f","f","w","w","w","o","e","n","a","g"
"397","x","s","w","t","l","f","c","b","k","e","c","s","s","w","w","w","o","p","n","n","m"
"398","x","y","y","t","l","f","c","b","w","e","c","s","s","w","w","w","o","p","n","s","m"
"399","x","f","g","f","n","f","c","n","n","e","e","s","s","w","w","w","o","p","k","v","u"
"400","x","s","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","n","s","u"
"401","b","y","w","t","l","f","c","b","w","e","c","s","s","w","w","w","o","p","n","n","g"
"402","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","w","o","p","k","n","m"
"403","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","n","v","u"
"404","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","w","o","p","n","s","m"
"405","x","s","w","t","l","f","c","b","k","e","c","s","s","w","w","w","o","p","n","s","m"
"406","x","y","y","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","k","s","m"
"407","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","n","n","g"
"408","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","w","o","p","n","s","m"
"409","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","w","o","p","k","s","g"
"410","x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","w","o","p","n","y","p"
"411","x","s","w","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","n","s","m"
"412","x","s","n","f","n","f","w","b","n","t","e","f","f","w","w","w","o","e","k","s","g"
"413","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","w","o","p","n","s","p"
"414","x","y","y","t","l","f","c","b","n","e","r","s","y","w","w","w","o","p","k","y","g"
"415","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","k","v","g"
"416","b","y","y","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","n","n","g"
"417","x","f","w","t","l","f","w","n","p","t","b","s","s","w","w","w","o","p","u","v","d"
"418","x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","w","o","p","k","s","u"
"419","x","y","y","t","l","f","c","b","k","e","c","s","s","w","w","w","o","p","k","n","g"
"420","f","f","g","f","n","f","w","b","h","t","e","f","f","w","w","w","o","e","n","a","g"
"421","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","k","s","g"
"422","b","y","w","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","n","s","m"
"423","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","n","s","u"
"424","f","y","n","t","l","f","c","b","w","e","r","s","y","w","w","w","o","p","k","s","g"
"425","x","s","w","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","n","n","m"
"426","x","s","w","t","a","f","w","n","n","t","b","s","s","w","w","w","o","p","n","v","d"
"427","f","y","n","t","a","f","c","b","n","e","r","s","y","w","w","w","o","p","n","y","p"
"428","b","s","w","t","a","f","c","b","k","e","c","s","s","w","w","w","o","p","n","n","m"
"429","x","s","w","f","n","f","w","b","p","t","e","f","f","w","w","w","o","e","k","a","g"
"430","f","f","g","f","n","f","c","n","n","e","e","s","s","w","w","w","o","p","n","v","u"
"431","x","y","w","t","a","f","c","b","g","e","c","s","s","w","w","w","o","p","n","s","g"
"432","x","y","y","t","l","f","c","b","n","e","r","s","y","w","w","w","o","p","n","y","g"
"433","b","s","y","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","n","s","g"
"434","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","w","o","p","k","s","g"
"435","f","s","w","t","l","f","w","n","n","t","b","s","s","w","w","w","o","p","n","v","d"
"436","b","s","w","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","k","n","m"
"437","x","f","y","t","a","f","w","n","n","t","b","s","s","w","w","w","o","p","u","v","d"
"438","x","y","w","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","n","n","m"
"439","b","y","y","t","l","f","c","b","k","e","c","s","s","w","w","w","o","p","n","n","m"
"440","x","y","n","t","a","f","c","b","p","e","r","s","y","w","w","w","o","p","n","y","p"
"441","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","k","s","m"
"442","x","y","w","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","s","m"
"443","x","y","y","t","a","f","c","b","p","e","r","s","y","w","w","w","o","p","k","y","p"
"444","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","k","n","m"
"445","x","s","y","t","l","f","c","b","w","e","c","s","s","w","w","w","o","p","k","n","m"
"446","x","y","n","t","l","f","c","b","p","e","r","s","y","w","w","w","o","p","k","s","g"
"447","x","s","w","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","n","n","g"
"448","f","y","n","t","l","f","c","b","n","e","r","s","y","w","w","w","o","p","k","s","g"
"449","b","s","w","t","l","f","c","b","w","e","c","s","s","w","w","w","o","p","k","s","m"
"450","x","f","n","t","n","f","c","b","n","t","b","s","s","g","p","w","o","p","n","y","d"
"451","x","y","w","t","l","f","c","b","k","e","c","s","s","w","w","w","o","p","n","s","m"
"452","b","s","w","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","n","g"
"453","b","s","y","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","n","m"
"454","x","f","y","t","l","f","w","n","p","t","b","s","s","w","w","w","o","p","n","v","d"
"455","b","s","w","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","n","n","m"
"456","x","s","g","f","n","f","w","b","h","t","e","s","f","w","w","w","o","e","k","a","g"
"457","b","s","w","t","a","f","c","b","k","e","c","s","s","w","w","w","o","p","n","n","g"
"458","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","w","o","p","k","s","m"
"459","f","y","y","t","a","f","c","b","n","e","r","s","y","w","w","w","o","p","k","y","p"
"460","f","y","n","t","a","f","c","b","w","e","r","s","y","w","w","w","o","p","n","y","p"
"461","x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","w","o","p","n","s","m"
"462","f","y","y","t","l","f","c","b","n","e","r","s","y","w","w","w","o","p","n","s","g"
"463","b","s","w","t","a","f","c","b","g","e","c","s","s","w","w","w","o","p","k","s","g"
"464","x","y","y","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","n","n","m"
"465","x","f","n","f","n","f","c","n","k","e","e","s","s","w","w","w","o","p","k","v","u"
"466","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","w","o","p","n","y","g"
"467","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","w","o","p","k","n","m"
"468","x","s","y","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","n","g"
"469","b","y","y","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","n","g"
"470","f","y","y","t","a","f","c","b","w","e","r","s","y","w","w","w","o","p","n","s","p"
"471","x","y","y","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","n","g"
"472","x","y","w","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","k","n","m"
"473","f","f","w","t","a","f","w","n","n","t","b","s","s","w","w","w","o","p","u","v","d"
"474","s","f","g","f","n","f","c","n","k","e","e","s","s","w","w","w","o","p","k","y","u"
"475","f","s","y","t","l","f","w","n","n","t","b","s","s","w","w","w","o","p","n","v","d"
"476","f","f","g","f","n","f","c","n","k","e","e","s","s","w","w","w","o","p","k","y","u"
"477","x","f","n","f","n","f","c","n","p","e","e","s","s","w","w","w","o","p","n","y","u"
"478","b","y","w","t","a","f","c","b","w","e","c","s","s","w","w","w","o","p","n","n","g"
"479","x","s","w","t","a","f","w","n","p","t","b","s","s","w","w","w","o","p","n","v","d"
"480","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","k","s","m"
"481","b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","w","o","p","k","s","m"
"482","b","y","y","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","s","g"
"483","f","s","w","t","l","f","w","n","p","t","b","s","s","w","w","w","o","p","u","v","d"
"484","f","f","g","f","n","f","c","n","g","e","e","s","s","w","w","w","o","p","k","y","u"
"485","f","s","w","t","a","f","w","n","w","t","b","s","s","w","w","w","o","p","n","v","d"
"486","f","y","y","t","a","f","c","b","p","e","r","s","y","w","w","w","o","p","k","y","g"
"487","x","y","w","t","l","f","c","b","w","e","c","s","s","w","w","w","o","p","n","s","m"
"488","s","f","n","f","n","f","c","n","p","e","e","s","s","w","w","w","o","p","n","y","u"
"489","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","w","o","p","k","s","p"
"490","x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","w","o","p","k","s","p"
"491","f","f","y","t","a","f","w","n","n","t","b","s","s","w","w","w","o","p","u","v","d"
"492","f","s","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","n","s","g"
"493","x","s","n","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","n","v","u"
"494","f","y","n","t","l","f","c","b","w","e","r","s","y","w","w","w","o","p","n","s","p"
"495","x","y","y","t","a","f","c","b","w","e","r","s","y","w","w","w","o","p","k","s","g"
"496","b","s","y","t","a","f","c","b","k","e","c","s","s","w","w","w","o","p","n","n","m"
"497","f","f","w","f","n","f","w","b","h","t","e","f","s","w","w","w","o","e","n","a","g"
"498","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","w","o","p","n","s","g"
